x,y,z,label,session_id
-3.473057508573273,-6.303787252766337,-2.5732994073646127,0,Coffee_000
-3.3569578140906478,-5.6391052709747385,-2.4698491587989975,0,Coffee_000
-3.710949654747271,-5.864482539753421,-2.6229370483376675,0,Coffee_000
-3.495896325378101,-6.31927673221942,-2.5996009583828377,0,Coffee_000
-3.0820885576724937,-5.873305889658625,-2.4364683922442514,0,Coffee_000
-3.712118248394798,-6.528606873091435,-2.6564458704216314,0,Coffee_000
-3.1758615669546666,-5.446069459700879,-2.513569434605324,0,Coffee_000
-2.964356611464686,-6.325802252410072,-2.6814977128622552,0,Coffee_000
-3.2645448372305803,-5.666348813952733,-2.6680426088697082,0,Coffee_000
-3.7835298035330784,-6.291673138577298,-2.6210594525067132,0,Coffee_000
-3.2646037946967663,-5.967689454292486,-2.528019605299443,0,Coffee_000
-3.350870989285776,-6.355259511946977,-2.426110878646196,0,Coffee_000
-3.1983413432869185,-5.8975956551511395,-2.5907531354706306,0,Coffee_000
-3.11638438071587,-6.225512079688594,-2.8302763266120485,0,Coffee_000
-3.4808949581979975,-6.069701798611643,-2.5107188085608922,0,Coffee_000
-3.4829310086155862,-6.202996638674712,-2.237563455819027,0,Coffee_000
-3.2960139526804,-6.568442103176581,-2.5896125062984465,0,Coffee_000
-3.486632742528305,-6.121404819431154,-2.862569982615361,0,Coffee_000
-3.194926184884121,-6.393784287792734,-2.5812177870679363,0,Coffee_000
-3.2486541151921227,-6.027323121547681,-2.6075972780263603,0,Coffee_000
-2.5501151353310414,-6.368420933191989,-2.6207600539168303,0,Coffee_000
-3.453419059878027,-6.3495750846799455,-2.4664991287554714,0,Coffee_000
-3.38176081553536,-5.930699261050256,-2.402254686497679,0,Coffee_000
-3.069821497473578,-5.777182242894186,-2.5072115798417194,0,Coffee_000
-2.9476476866148045,-6.197352436616636,-2.6305297643728993,0,Coffee_000
-2.5844947517670533,-6.4870194534654075,-2.4426087276595725,0,Coffee_000
-2.741511193128753,-6.53037236023633,-2.836492163809105,0,Coffee_000
-2.9327129904856903,-6.6629430220891015,-2.720850766203009,0,Coffee_000
-3.0572532415370617,-6.636239249245907,-2.7052283674467734,0,Coffee_000
-2.8987009742851093,-6.5700722576834885,-2.6203356209644917,0,Coffee_000
-3.2682500804657506,-6.032425880830633,-2.5409083511025625,0,Coffee_000
-3.187994201113307,-6.594687996614274,-2.6483174406705836,0,Coffee_000
-3.473315631713974,-6.873858397965326,-2.755473939141814,0,Coffee_000
-3.1541534227642347,-6.578955450064342,-2.474764909535496,0,Coffee_000
-2.8509896543755655,-6.566925257715498,-2.6578003255343052,0,Coffee_000
-3.1392591978028026,-6.6246879857613035,-2.6087169836041277,0,Coffee_000
-3.276011720578076,-6.455862320366622,-2.542995445882349,0,Coffee_000
-3.168590209820961,-6.660765700405761,-2.6215076608678207,0,Coffee_000
-2.8942502207263248,-6.508105712545236,-2.622596262688,0,Coffee_000
-3.1363190049166616,-6.9176773558149565,-2.476327336526617,0,Coffee_000
-2.857486475227937,-6.299741375442183,-2.610067461649464,0,Coffee_000
-3.3958694372121503,-6.704159146591069,-2.505290636901605,0,Coffee_000
-3.284169342177173,-6.689597700523941,-2.5550096924303856,0,Coffee_000
-3.1922920824047325,-7.00816660236302,-2.336238163453611,0,Coffee_000
-3.392640796044653,-6.7164757458400866,-2.579482155171237,0,Coffee_000
-2.3292428998084933,-6.694062614057745,-2.547381947793916,0,Coffee_000
-3.339714614082052,-7.171664731349996,-2.4800735962757576,0,Coffee_000
-2.8379001650072095,-7.316381465645117,-2.6380834820200887,0,Coffee_000
-3.2345929254873376,-6.850565051969455,-2.7456674999284068,0,Coffee_000
-3.1984642774048293,-7.068528892396427,-2.723533564280692,0,Coffee_000
-2.9971090006888055,-6.903687687086773,-2.7245682018883857,0,Coffee_000
-3.4399733318184857,-7.313730284310041,-2.7999799170534403,0,Coffee_000
-3.2444145156876965,-7.403367413515983,-2.612354693280305,0,Coffee_000
-3.1192146298903443,-6.983799563096097,-2.757104637893934,0,Coffee_000
-3.2984469375015597,-7.145105066984014,-2.636156798820882,0,Coffee_000
-3.2973900437876633,-7.607472297374114,-2.6919487103866446,0,Coffee_000
-2.8253886154632513,-6.7661069950831045,-2.677208208662946,0,Coffee_000
-2.851602750464078,-7.450821153541933,-2.5904278982564857,0,Coffee_000
-3.2195451742491827,-6.502536665512186,-2.758045983252468,0,Coffee_000
-3.1368727950731534,-7.323763873542512,-2.583904811466278,0,Coffee_000
-2.81377746843499,-7.089187064334308,-2.4476715907943474,0,Coffee_000
-3.487321619556597,-6.799578169718511,-2.6343819615551265,0,Coffee_000
-3.0543353270532774,-6.863110849119927,-2.8062937710670295,0,Coffee_000
-2.653804092521405,-6.757999842425686,-2.7844130339784834,0,Coffee_000
-2.6652589247132994,-7.656773352654487,-2.7326297682946756,0,Coffee_000
-3.651028878496827,-7.581341805929897,-2.787902221400998,0,Coffee_000
-3.3667018109313087,-7.262143117791206,-2.850671654438906,0,Coffee_000
-3.1443324545549522,-7.129863548211658,-2.682206268868787,0,Coffee_000
-3.527874597926579,-7.363651332098236,-2.7419657568252127,0,Coffee_000
-3.3758284083859977,-7.791268287773201,-2.6837920777946898,0,Coffee_000
-3.2549015548222187,-7.278426969907119,-2.5378006103117032,0,Coffee_000
-2.8825084587060052,-7.471807718379735,-2.754763809304135,0,Coffee_000
-3.2568947108628117,-7.495344840833977,-2.9007188788910128,0,Coffee_000
-3.2044572867992893,-8.033675071324922,-2.786376749680902,0,Coffee_000
-3.1441721517547854,-7.285076217197448,-2.6146572567112254,0,Coffee_000
-3.1504285936432517,-7.4682588228661055,-2.632423980506659,0,Coffee_000
-3.2937314167491616,-7.075729403001648,-2.659901517536324,0,Coffee_000
-3.6149130687898876,-7.562951694036395,-2.8352000126832886,0,Coffee_000
-3.1335341971340522,-7.422382963495636,-2.6325428723471074,0,Coffee_000
-3.2388136754702694,-7.375491113859334,-2.602664502157576,0,Coffee_000
-3.6370266817458043,-8.039293670048732,-2.857419653294699,0,Coffee_000
-3.54998176548924,-6.967711428841381,-2.763284014415109,0,Coffee_000
-3.174507622991041,-7.748538752263109,-2.4579644340419526,0,Coffee_000
-3.2624013689578955,-7.5359699825058595,-2.8760153206611347,0,Coffee_000
-3.6116367423840807,-7.5180495225378365,-3.02483892825747,0,Coffee_000
-3.5172351478472152,-7.900282579703779,-2.5657133783166195,0,Coffee_000
-3.504201902781353,-7.253036883398508,-2.6067618719100687,0,Coffee_000
-3.3330609380619283,-7.666288270703828,-2.8499307135634138,0,Coffee_000
-3.194438769024017,-7.803935926528578,-2.802495940674953,0,Coffee_000
-3.510005780631926,-7.733522914790538,-2.9734765615501475,0,Coffee_000
-3.2542378006152073,-7.594456402041322,-2.7806092009166177,0,Coffee_000
-3.3487049924551497,-7.7999728633878345,-2.623306358218109,0,Coffee_000
-3.536484382213267,-7.599122334751818,-2.883850174297002,0,Coffee_000
-3.9699937868553925,-8.25753080878716,-2.675183859701731,0,Coffee_000
-3.887635160304729,-8.039784937927532,-2.7415029741032595,0,Coffee_000
-3.467335270330166,-8.403740093709967,-2.728723109479463,0,Coffee_000
-4.102564243874317,-7.3857997152974,-2.8923968063110292,0,Coffee_000
-3.667816947375316,-7.40482593823603,-2.8773185352222224,0,Coffee_000
-3.47040797699131,-7.759699011438593,-3.105533936158988,0,Coffee_000
-3.7057247680581824,-8.184789869116022,-2.917929318612493,0,Coffee_000
-3.9178073277778918,-7.349197850529668,-2.6628335801438388,0,Coffee_000
-4.003061622962585,-8.112549386327853,-2.9811993564271773,0,Coffee_000
-3.6116363373361646,-8.029268773081986,-2.963302516588012,0,Coffee_000
-3.72232505587455,-7.950344395406409,-2.7547001219024443,0,Coffee_000
-3.9365067789130084,-7.891345762320271,-2.7947972342471346,0,Coffee_000
-3.623993393080254,-7.857004119231548,-2.756228395797349,0,Coffee_000
-3.702292800518189,-7.860424239819653,-3.038696856474114,0,Coffee_000
-3.4944073307366406,-8.080732306842638,-2.4841204241562718,0,Coffee_000
-3.825877700917839,-7.890486402703662,-3.0556158724112827,0,Coffee_000
-4.035047625927759,-8.117444655165935,-2.8546468854149487,0,Coffee_000
-4.05626136111179,-7.9376658152567545,-2.9061197456109973,0,Coffee_000
-4.5310109715220035,-7.970232653762475,-3.0648603648140904,0,Coffee_000
-4.036815955292923,-7.915619909518755,-2.9469424972733322,0,Coffee_000
-4.105772996767033,-7.958325688705667,-2.8924650734896056,0,Coffee_000
-4.461971271880037,-8.239617939594185,-2.998009460034686,0,Coffee_000
-4.1636217431512454,-8.025229057999402,-2.7644832857597303,0,Coffee_000
-3.8495870370373013,-7.98715518363533,-2.9338640786365904,0,Coffee_000
-4.397320959095274,-8.48358405307157,-3.115363793371505,0,Coffee_000
-4.48218184332766,-8.239308830922411,-3.132641737809919,0,Coffee_000
-3.994712880125754,-8.028458700032397,-2.83234535048748,0,Coffee_000
-4.1413276004323905,-7.762545893549285,-3.150828781038788,0,Coffee_000
-3.5637559331014397,-7.992716066859363,-2.8848870989793407,0,Coffee_000
-4.688006947716466,-7.764606874525301,-2.870184329700348,0,Coffee_000
-4.2077881183041885,-8.315741120205436,-3.0907102170652894,0,Coffee_000
-4.338611772774221,-8.161730748606038,-2.8123121698313387,0,Coffee_000
-4.432635956515459,-8.030657470265485,-3.2080985204795134,0,Coffee_000
-4.249865326172154,-8.821172671517097,-2.910456817692135,0,Coffee_000
-4.515120228780084,-7.8690561847698675,-2.9655390792281806,0,Coffee_000
-5.022129899213195,-8.718833851473937,-2.981732334264497,0,Coffee_000
-4.780366643510371,-8.010896323981868,-3.1450258700620486,0,Coffee_000
-4.258047747153256,-8.094622417803718,-3.113338869767014,0,Coffee_000
-4.336908106936903,-8.857100276909645,-2.7343938967657104,0,Coffee_000
-4.754077644240018,-8.850010285084897,-2.7993529962429577,0,Coffee_000
-4.565897269992828,-7.924837442794271,-2.874708005537385,0,Coffee_000
-4.026919747333102,-7.984159164306848,-2.849419311315126,0,Coffee_000
-4.761910548492074,-8.512605028518454,-2.867850706846128,0,Coffee_000
-4.788313945833951,-8.517074912313866,-3.0475917571732283,0,Coffee_000
-4.7691601715543595,-8.172335678297282,-2.9962617555820925,0,Coffee_000
-4.696537885304627,-8.307219459252916,-3.2285698904657703,0,Coffee_000
-4.967052055601614,-8.04364506825953,-3.0254157169191913,0,Coffee_000
-4.759905081307924,-8.190222302426271,-2.8386923851288,0,Coffee_000
-5.429163915132233,-7.916896045040313,-3.1195281924381075,0,Coffee_000
-4.890727056811741,-8.072332473431183,-2.8711419684598085,0,Coffee_000
-4.99393335477687,-8.136518287970288,-3.0150388281049616,0,Coffee_000
-5.092755622298126,-8.406263392217163,-3.240717545084155,0,Coffee_000
-5.1890354702815795,-8.425743861774523,-3.2031153524920617,0,Coffee_000
-5.254416083804981,-8.333195047550591,-2.903197293352265,0,Coffee_000
-5.337319134235368,-7.860521495154008,-2.962258108524864,0,Coffee_000
-5.745329214335212,-8.422488003730846,-3.0338838753936774,0,Coffee_000
-5.264689861643289,-8.255609193505627,-3.0942318667921263,0,Coffee_000
-4.955468433802422,-8.881424387217923,-3.025486433009287,0,Coffee_000
-5.345254389561783,-8.150413918210413,-2.9289367452002435,0,Coffee_000
-5.134452055189018,-7.7538693888580745,-2.8434768606955343,0,Coffee_000
-5.595079444084807,-8.550042038636368,-2.8401391178551334,0,Coffee_000
-5.6832157971127195,-7.521146576977363,-3.0166969985310454,0,Coffee_000
-5.576199882332523,-8.26698303984069,-3.1020414386688717,0,Coffee_000
-5.676550925637763,-8.953224070951308,-3.0580357846089252,0,Coffee_000
-5.747543625965337,-8.403486467970733,-3.005335974738879,0,Coffee_000
-5.370881924857691,-7.971266157962766,-3.009583923127977,0,Coffee_000
-5.070062739641397,-7.800484374683816,-2.8946939607680373,0,Coffee_000
-5.712917490521656,-8.116891723963123,-2.7770838160303914,0,Coffee_000
-6.0004362308651515,-7.900286145770552,-3.128746994025452,0,Coffee_000
-5.444487341923612,-8.582066206398514,-2.7780432867967932,0,Coffee_000
-5.99876468629277,-8.452788019607201,-2.929012159129916,0,Coffee_000
-5.966599326846097,-8.697359105066525,-3.1233475288085546,0,Coffee_000
-5.577910940938432,-8.423201779810011,-2.8867686219247997,0,Coffee_000
-5.773740570612411,-8.075569335463417,-2.8619878363491624,0,Coffee_000
-5.934829567771713,-8.206670913993106,-3.1871128422801713,0,Coffee_000
-5.776432807709387,-8.036332500841427,-2.861420647221857,0,Coffee_000
-5.926212891099979,-8.480558809421087,-2.963125153107139,0,Coffee_000
-5.381662059020491,-8.458124327857123,-2.772187857793082,0,Coffee_000
-6.053029717989991,-8.18058216175643,-3.1941104640443725,0,Coffee_000
-6.142295583667466,-8.37456891511338,-3.1864997383496334,0,Coffee_000
-6.0573921311499115,-7.890299331434393,-3.4404135098058135,0,Coffee_000
-6.07633626232186,-8.36415529083319,-3.05361030465946,0,Coffee_000
-5.85356080146384,-8.322373062586806,-3.0858229832528283,0,Coffee_000
-6.529489094311031,-8.084729337912124,-3.229326427655994,0,Coffee_000
-5.954031480404767,-8.27736502962562,-3.1598664810590265,0,Coffee_000
-6.224586307421367,-8.479075385898591,-3.3469276816731606,0,Coffee_000
-5.923573278084966,-8.43516930060435,-2.9730769986183656,0,Coffee_000
-6.157984552313763,-8.015576968617719,-3.2288408278924514,0,Coffee_000
-6.0444686000183925,-8.479083883296187,-2.6937630876451406,0,Coffee_000
-6.299828785486444,-7.7792043217351,-3.186636964083484,0,Coffee_000
-6.120069916285469,-8.289889064794144,-3.276607160853781,0,Coffee_000
-5.840985108707162,-7.951736077405159,-3.2268195595133125,0,Coffee_000
-6.468837110210951,-8.25160359762557,-3.3790151546974534,0,Coffee_000
-6.337669279812418,-8.310733534739034,-3.097068282634798,0,Coffee_000
-6.459003669469387,-8.008035137820345,-3.234521216654233,0,Coffee_000
-5.965512491560514,-7.79397102883447,-3.0039141859301797,0,Coffee_000
-6.498275776033752,-8.105835552028026,-3.2168182429910153,0,Coffee_000
-6.598713709422255,-8.04716353029615,-2.9698815259209286,0,Coffee_000
-6.585572084662214,-7.815467328857273,-3.0658084666309766,0,Coffee_000
-6.500100447055837,-7.793447337389206,-3.1769531283869057,0,Coffee_000
-6.689415851121292,-7.9991927303619175,-2.945959983838396,0,Coffee_000
-6.607715109871987,-8.086166820964685,-3.041839087330623,0,Coffee_000
-6.5005540265189845,-7.940099590780056,-2.7443750355920273,0,Coffee_000
-6.592657995068969,-7.993701219799791,-3.2492843438972887,0,Coffee_000
-6.379475411014572,-7.8526860162256265,-3.1778676241567014,0,Coffee_000
-6.6905265577704975,-8.21420327485188,-2.9554822122279907,0,Coffee_000
-6.6847941036357525,-7.830799817429519,-3.423681971532236,0,Coffee_000
-6.588488397152473,-8.063887620848737,-2.9959063991729096,0,Coffee_000
-6.117322498205606,-7.641817065098676,-3.1287827532088865,0,Coffee_000
-6.897346270288885,-8.020147469470608,-3.32907332926052,0,Coffee_000
-6.241107609924474,-7.999317571729093,-3.401394261626778,0,Coffee_000
-7.039116233620579,-7.707471929363117,-3.2988411258965913,0,Coffee_000
-6.706825984439875,-7.798325903166713,-3.54165259088777,0,Coffee_000
-6.869392436383584,-7.215552846351226,-3.2732548581175864,0,Coffee_000
-7.008467769946844,-8.17466187491808,-3.1072669084730036,0,Coffee_000
-6.649603383576742,-7.722281050547304,-3.272853811524341,0,Coffee_000
-6.693746489721726,-7.449531629590865,-2.9938519323509545,0,Coffee_000
-6.9829901200488065,-7.858517944519256,-2.9537284256349556,0,Coffee_000
-7.404692927929968,-7.923374285251028,-3.0119270851833266,0,Coffee_000
-7.0044272579422096,-7.895050437601109,-3.169162148181379,0,Coffee_000
-6.882385767184501,-8.061732352723858,-3.552875926721953,0,Coffee_000
-6.934101139327838,-7.302536296914496,-3.3100755389843917,0,Coffee_000
-6.762530811731039,-7.703404125414701,-3.2261046218140224,0,Coffee_000
-6.484677500425584,-7.713865220078901,-3.3390879021002995,0,Coffee_000
-6.880727597145239,-8.11356731764385,-3.226073424003109,0,Coffee_000
-6.857968269478506,-7.9214844748491124,-2.9637082342920436,0,Coffee_000
-6.978156269584193,-7.17705908336527,-3.4520864735496963,0,Coffee_000
-6.736957861044726,-7.447818481261412,-2.933398712463595,0,Coffee_000
-6.911652246668129,-7.212001815116805,-3.072306987154696,0,Coffee_000
-6.871228285819286,-7.223509386959405,-3.1645777929532115,0,Coffee_000
-6.619831740431721,-7.713396026060909,-3.3115781429485764,0,Coffee_000
-7.028451776565658,-6.835370136481466,-3.335284601694773,0,Coffee_000
-7.165622958952229,-6.934852388036862,-3.4477122213954314,0,Coffee_000
-6.998549313016761,-7.542547704874304,-2.9457834755777235,0,Coffee_000
-6.837852222708193,-8.272849829873557,-2.9721066269883503,0,Coffee_000
-7.007896443597954,-7.449000585185501,-3.4130725753137883,0,Coffee_000
-6.878980385304189,-7.279244023921364,-3.2843371994279287,0,Coffee_000
-7.321814692138212,-7.4595846934021095,-3.1357161613566977,0,Coffee_000
-7.3815646520006775,-7.3517634982480775,-3.2447910553673665,0,Coffee_000
-7.3103149673588295,-7.4821716173172526,-3.4867748270954935,0,Coffee_000
-7.499950272919295,-7.0231235822002605,-3.2966807828090587,0,Coffee_000
-7.164114018291875,-7.216055072068676,-2.9043335263709467,0,Coffee_000
-7.307312578563643,-6.9724269226930495,-3.2843920455649975,0,Coffee_000
-6.899901946499419,-6.883012583639123,-3.2192549789205023,0,Coffee_000
-7.537438899839435,-7.710323227437144,-3.3652844162465154,0,Coffee_000
-6.832607982393702,-7.337477766993416,-3.1040498645844417,0,Coffee_000
-7.4728708506035,-7.278890421449547,-3.173581935765628,0,Coffee_000
-7.542885432034316,-6.458011957891923,-3.300732256830494,0,Coffee_000
-7.444771014527263,-7.041516796748237,-3.3836367200696973,0,Coffee_000
-6.755590918938731,-6.853487309350623,-2.9757008882955054,0,Coffee_000
-7.257756170396492,-7.504611050849137,-3.425593116166777,0,Coffee_000
-7.11922014558389,-6.976401337641134,-3.1075040620811056,0,Coffee_000
-7.300915401517245,-6.745360611677117,-3.5044091030876485,0,Coffee_000
-7.2803441002354266,-6.752137937502158,-3.073432655586926,0,Coffee_000
-7.386694297416447,-6.789446534307008,-3.0320935759423926,0,Coffee_000
-7.249455450993694,-6.91969043146563,-3.0114820948090166,0,Coffee_000
-7.1399254970906565,-6.885174696150987,-3.1978798525497214,0,Coffee_000
-6.84494966433845,-7.301496971864683,-2.9340351213347278,0,Coffee_000
-7.733610155627122,-7.080919667452792,-2.8233426122801903,0,Coffee_000
-6.862270970502982,-6.775654075284997,-3.2155696551513784,0,Coffee_000
-7.132485271745077,-6.989990394318112,-3.232731374759778,0,Coffee_000
-7.35543173987243,-6.616401178096761,-3.1403986013027168,0,Coffee_000
-7.398954142486185,-6.649542475881986,-3.2320624481004616,0,Coffee_000
-6.9991534879192745,-6.4020411539342215,-3.2515674020263083,0,Coffee_000
-7.200394241653096,-6.4819892458648,-3.236015868958972,0,Coffee_000
-7.638239542877082,-6.642434860191186,-2.8956022426675605,0,Coffee_000
-7.160558831137991,-6.489986277405144,-3.034586826248705,0,Coffee_000
-6.961355681256007,-6.403475812500232,-3.219858050108889,0,Coffee_000
-7.028624991306614,-6.759424556812841,-3.5132760254772464,0,Coffee_000
-7.3949694758622515,-6.692760893562871,-3.37391284541338,0,Coffee_000
-7.568443062720877,-6.612551688350136,-3.063910104689109,0,Coffee_000
-7.30864435013547,-6.685204063949193,-3.4547851993266505,0,Coffee_000
-6.407389545454338,-6.290440228309878,-3.0896768271800887,0,Coffee_000
-7.600396703512699,-6.679299483487167,-3.2904818444341792,0,Coffee_000
-7.417619809685042,-6.187743253621299,-3.1138459163596424,0,Coffee_000
-7.101244223410695,-6.570663110454869,-3.114956599797823,0,Coffee_000
-7.222236028745189,-6.339168762801359,-3.1033142929510067,0,Coffee_000
-7.2325392001125905,-6.394101660812966,-3.1773839953350262,0,Coffee_000
-6.667226209483935,-6.65823230388947,-3.1790824276451684,0,Coffee_000
-7.377177242986643,-6.397841013183515,-3.2198286868622947,0,Coffee_000
-7.157427707396361,-6.2881931751021325,-3.035799246868636,0,Coffee_000
-7.092917842411218,-6.3665218540174795,-2.9842303603735694,0,Coffee_000
-7.333660236376943,-6.665083967078495,-3.2844352810796855,0,Coffee_000
-7.481267357366878,-5.883127530266971,-3.1058685764980516,0,Coffee_000
-7.041952231848412,-6.265761172776566,-3.065127457728064,0,Coffee_000
-6.64359456307388,-6.465591369940015,-3.063495930330668,0,Coffee_000
-6.983149960669013,-5.841286645320308,-3.06245017661912,0,Coffee_000
-7.048619860306888,-6.07173209754647,-3.144132875855395,0,Coffee_000
-7.036858597196078,-6.505865621201731,-3.0382939790611707,0,Coffee_000
-7.10811284814141,-6.4468377208759895,-2.983724826242597,0,Coffee_000
-6.733172284041041,-6.221355599242669,-3.051514782843772,0,Coffee_000
-7.140508456862964,-6.071629630131228,-2.992981878352975,0,Coffee_000
-7.338023289840766,-5.97061700481623,-2.9164847139407226,0,Coffee_000
-7.378496966117586,-5.869298587469453,-3.338806833735564,0,Coffee_000
-6.9471689597898685,-5.952646493652765,-2.9157383329442172,0,Coffee_000
-6.685170712346813,-5.731724078928625,-3.0019508486341526,0,Coffee_000
-6.873983835311164,-6.0177622594202616,-3.2160818001639173,0,Coffee_000
-6.995301283777372,-6.220603733369672,-2.9249571558650826,0,Coffee_000
-6.7835493294683005,-6.012952631232071,-3.101033434831207,0,Coffee_000
-6.833407861357829,-6.010973071388098,-3.076506429911029,0,Coffee_000
-6.654819542866946,-6.620090959152634,-3.109259190727553,0,Coffee_000
-6.510756607268645,-6.097888405729643,-2.9836136945181617,0,Coffee_000
-7.061609106721026,-5.861209885385404,-3.142614281558842,0,Coffee_000
-7.388157751270224,-6.028237473585077,-2.885400354848069,0,Coffee_000
-6.8710124368533885,-6.066371371866119,-3.0372345919528136,0,Coffee_000
-7.017460459578337,-5.659827117535006,-3.066793617675079,0,Coffee_000
-6.533764353979468,-6.099880394261211,-2.894965298803525,0,Coffee_000
-6.901602917944515,-5.67613558326351,-3.051539917048913,0,Coffee_000
-7.167871349892146,-6.170753055622953,-2.857066966509307,0,Coffee_000
-6.820530900840934,-5.131134325652353,-2.848019964274293,0,Coffee_000
-7.027679651632359,-5.859239984473148,-3.19082422680382,0,Coffee_000
-6.234508991626575,-5.870368327282217,-2.8198396958640255,0,Coffee_000
-6.491162318666729,-5.488262172831457,-3.20114053590873,0,Coffee_000
-6.423874993878476,-5.863428320037159,-2.801686826199289,0,Coffee_000
-6.428122299020051,-5.379993956159799,-2.6687424587763204,0,Coffee_000
-6.328128697514244,-5.6360550479143505,-2.8373273916812543,0,Coffee_000
-6.230562197989446,-5.744037780150768,-3.2876415850663765,0,Coffee_000
-6.624249515586538,-5.75643512655813,-2.8000879995808274,0,Coffee_000
-6.819413973908454,-5.38429478404689,-2.618219350096002,0,Coffee_000
-6.650968042399994,-5.6148472524128765,-2.9960977800740776,0,Coffee_000
-6.425064512053041,-5.550938317854228,-2.951342408026108,0,Coffee_000
-7.0290674258236,-5.510584791723857,-3.1198943696965578,0,Coffee_000
-6.076248547267583,-5.59969732391567,-2.890285515560047,0,Coffee_000
-6.809789175951144,-5.490338747926916,-2.742189575798705,0,Coffee_000
-6.159231722857925,-5.637545326895794,-2.823368010500545,0,Coffee_000
